[epoch 1] train_loss: 3.724  val_accuracy: 0.208
[epoch 146] train_loss: 0.058  val_accuracy: 0.386
[epoch 147] train_loss: 0.059  val_accuracy: 0.397
[epoch 148] train_loss: 0.059  val_accuracy: 0.393
[epoch 149] train_loss: 0.059  val_accuracy: 0.398
[epoch 150] train_loss: 0.061  val_accuracy: 0.395
[epoch 151] train_loss: 0.057  val_accuracy: 0.400
[epoch 152] train_loss: 0.061  val_accuracy: 0.387
[epoch 153] train_loss: 0.062  val_accuracy: 0.395
[epoch 154] train_loss: 0.062  val_accuracy: 0.397
[epoch 155] train_loss: 0.058  val_accuracy: 0.391
[epoch 156] train_loss: 0.055  val_accuracy: 0.390
[epoch 157] train_loss: 0.059  val_accuracy: 0.394
[epoch 158] train_loss: 0.058  val_accuracy: 0.389
[epoch 159] train_loss: 0.059  val_accuracy: 0.394
[epoch 160] train_loss: 0.059  val_accuracy: 0.396
[epoch 161] train_loss: 0.060  val_accuracy: 0.397
[epoch 162] train_loss: 0.055  val_accuracy: 0.394
[epoch 163] train_loss: 0.056  val_accuracy: 0.389
[epoch 164] train_loss: 0.057  val_accuracy: 0.389
[epoch 165] train_loss: 0.057  val_accuracy: 0.399
[epoch 166] train_loss: 0.058  val_accuracy: 0.390
[epoch 167] train_loss: 0.053  val_accuracy: 0.397
[epoch 168] train_loss: 0.051  val_accuracy: 0.396
[epoch 169] train_loss: 0.056  val_accuracy: 0.402
[epoch 170] train_loss: 0.058  val_accuracy: 0.394
[epoch 171] train_loss: 0.052  val_accuracy: 0.400
[epoch 172] train_loss: 0.059  val_accuracy: 0.396
[epoch 173] train_loss: 0.052  val_accuracy: 0.389
[epoch 174] train_loss: 0.057  val_accuracy: 0.391
[epoch 175] train_loss: 0.050  val_accuracy: 0.391
[epoch 176] train_loss: 0.054  val_accuracy: 0.389
[epoch 177] train_loss: 0.057  val_accuracy: 0.396
[epoch 178] train_loss: 0.049  val_accuracy: 0.394
[epoch 179] train_loss: 0.053  val_accuracy: 0.388
[epoch 180] train_loss: 0.056  val_accuracy: 0.399
[epoch 181] train_loss: 0.048  val_accuracy: 0.400
[epoch 182] train_loss: 0.056  val_accuracy: 0.392
[epoch 183] train_loss: 0.054  val_accuracy: 0.389
[epoch 184] train_loss: 0.053  val_accuracy: 0.388
[epoch 185] train_loss: 0.051  val_accuracy: 0.393
[epoch 186] train_loss: 0.054  val_accuracy: 0.397
[epoch 187] train_loss: 0.052  val_accuracy: 0.393
[epoch 188] train_loss: 0.049  val_accuracy: 0.396
[epoch 189] train_loss: 0.057  val_accuracy: 0.396
[epoch 190] train_loss: 0.052  val_accuracy: 0.392
[epoch 191] train_loss: 0.051  val_accuracy: 0.403
[epoch 192] train_loss: 0.054  val_accuracy: 0.392
[epoch 193] train_loss: 0.054  val_accuracy: 0.394
[epoch 194] train_loss: 0.053  val_accuracy: 0.400
[epoch 195] train_loss: 0.049  val_accuracy: 0.395
[epoch 196] train_loss: 0.052  val_accuracy: 0.402
[epoch 197] train_loss: 0.047  val_accuracy: 0.399
[epoch 198] train_loss: 0.054  val_accuracy: 0.401
[epoch 199] train_loss: 0.049  val_accuracy: 0.397
[epoch 200] train_loss: 0.050  val_accuracy: 0.399
[epoch 201] train_loss: 0.049  val_accuracy: 0.402
[epoch 202] train_loss: 0.052  val_accuracy: 0.398
[epoch 203] train_loss: 0.048  val_accuracy: 0.402
[epoch 204] train_loss: 0.046  val_accuracy: 0.392
[epoch 205] train_loss: 0.052  val_accuracy: 0.404
[epoch 206] train_loss: 0.044  val_accuracy: 0.399
[epoch 207] train_loss: 0.051  val_accuracy: 0.399
[epoch 208] train_loss: 0.049  val_accuracy: 0.394
[epoch 209] train_loss: 0.047  val_accuracy: 0.398
[epoch 210] train_loss: 0.051  val_accuracy: 0.397
[epoch 211] train_loss: 0.049  val_accuracy: 0.407
[epoch 212] train_loss: 0.046  val_accuracy: 0.401
[epoch 213] train_loss: 0.045  val_accuracy: 0.395
[epoch 214] train_loss: 0.046  val_accuracy: 0.398
[epoch 215] train_loss: 0.049  val_accuracy: 0.399
[epoch 216] train_loss: 0.049  val_accuracy: 0.402
[epoch 217] train_loss: 0.047  val_accuracy: 0.399
[epoch 218] train_loss: 0.044  val_accuracy: 0.401
[epoch 219] train_loss: 0.051  val_accuracy: 0.400
[epoch 220] train_loss: 0.046  val_accuracy: 0.399
[epoch 221] train_loss: 0.046  val_accuracy: 0.396
[epoch 222] train_loss: 0.047  val_accuracy: 0.403
[epoch 223] train_loss: 0.050  val_accuracy: 0.396
[epoch 224] train_loss: 0.045  val_accuracy: 0.397
[epoch 225] train_loss: 0.048  val_accuracy: 0.400
[epoch 226] train_loss: 0.049  val_accuracy: 0.397
[epoch 227] train_loss: 0.043  val_accuracy: 0.405
[epoch 228] train_loss: 0.041  val_accuracy: 0.402
[epoch 229] train_loss: 0.046  val_accuracy: 0.406
[epoch 230] train_loss: 0.052  val_accuracy: 0.410
[epoch 231] train_loss: 0.047  val_accuracy: 0.400
[epoch 232] train_loss: 0.046  val_accuracy: 0.404
[epoch 233] train_loss: 0.041  val_accuracy: 0.403
[epoch 234] train_loss: 0.045  val_accuracy: 0.400
[epoch 235] train_loss: 0.049  val_accuracy: 0.400
[epoch 236] train_loss: 0.043  val_accuracy: 0.397
[epoch 237] train_loss: 0.043  val_accuracy: 0.405
[epoch 238] train_loss: 0.049  val_accuracy: 0.406
[epoch 239] train_loss: 0.049  val_accuracy: 0.403
[epoch 240] train_loss: 0.042  val_accuracy: 0.403
[epoch 241] train_loss: 0.043  val_accuracy: 0.401
[epoch 242] train_loss: 0.047  val_accuracy: 0.404
[epoch 243] train_loss: 0.046  val_accuracy: 0.401
[epoch 244] train_loss: 0.039  val_accuracy: 0.405
[epoch 245] train_loss: 0.047  val_accuracy: 0.407
[epoch 246] train_loss: 0.042  val_accuracy: 0.405
[epoch 247] train_loss: 0.043  val_accuracy: 0.402
[epoch 248] train_loss: 0.040  val_accuracy: 0.401
[epoch 249] train_loss: 0.045  val_accuracy: 0.399
[epoch 250] train_loss: 0.043  val_accuracy: 0.405
[epoch 251] train_loss: 0.043  val_accuracy: 0.405
[epoch 252] train_loss: 0.042  val_accuracy: 0.402
[epoch 253] train_loss: 0.047  val_accuracy: 0.401
[epoch 254] train_loss: 0.041  val_accuracy: 0.400
[epoch 255] train_loss: 0.040  val_accuracy: 0.401
[epoch 256] train_loss: 0.044  val_accuracy: 0.406
[epoch 257] train_loss: 0.044  val_accuracy: 0.407
[epoch 258] train_loss: 0.040  val_accuracy: 0.398
[epoch 259] train_loss: 0.042  val_accuracy: 0.405
[epoch 260] train_loss: 0.042  val_accuracy: 0.400
[epoch 261] train_loss: 0.043  val_accuracy: 0.408
[epoch 262] train_loss: 0.043  val_accuracy: 0.407
[epoch 263] train_loss: 0.043  val_accuracy: 0.412
[epoch 264] train_loss: 0.044  val_accuracy: 0.406
[epoch 265] train_loss: 0.038  val_accuracy: 0.407
[epoch 266] train_loss: 0.041  val_accuracy: 0.400
[epoch 267] train_loss: 0.046  val_accuracy: 0.403
[epoch 268] train_loss: 0.040  val_accuracy: 0.408
[epoch 269] train_loss: 0.041  val_accuracy: 0.403
[epoch 270] train_loss: 0.040  val_accuracy: 0.405
[epoch 271] train_loss: 0.039  val_accuracy: 0.406
[epoch 272] train_loss: 0.046  val_accuracy: 0.406
[epoch 273] train_loss: 0.036  val_accuracy: 0.405
[epoch 274] train_loss: 0.046  val_accuracy: 0.406
[epoch 275] train_loss: 0.041  val_accuracy: 0.407
[epoch 276] train_loss: 0.040  val_accuracy: 0.398
[epoch 277] train_loss: 0.042  val_accuracy: 0.403
[epoch 278] train_loss: 0.041  val_accuracy: 0.407
[epoch 279] train_loss: 0.044  val_accuracy: 0.399
[epoch 280] train_loss: 0.037  val_accuracy: 0.405
[epoch 281] train_loss: 0.043  val_accuracy: 0.406
[epoch 282] train_loss: 0.043  val_accuracy: 0.402
[epoch 283] train_loss: 0.041  val_accuracy: 0.399
[epoch 284] train_loss: 0.036  val_accuracy: 0.399
[epoch 285] train_loss: 0.040  val_accuracy: 0.400
[epoch 286] train_loss: 0.044  val_accuracy: 0.406
[epoch 287] train_loss: 0.043  val_accuracy: 0.396
[epoch 288] train_loss: 0.038  val_accuracy: 0.399
[epoch 289] train_loss: 0.041  val_accuracy: 0.403
[epoch 290] train_loss: 0.040  val_accuracy: 0.399
[epoch 291] train_loss: 0.039  val_accuracy: 0.403
[epoch 292] train_loss: 0.038  val_accuracy: 0.398
[epoch 293] train_loss: 0.041  val_accuracy: 0.397
[epoch 294] train_loss: 0.038  val_accuracy: 0.402
[epoch 295] train_loss: 0.041  val_accuracy: 0.404
[epoch 296] train_loss: 0.032  val_accuracy: 0.401
[epoch 297] train_loss: 0.041  val_accuracy: 0.407
[epoch 298] train_loss: 0.043  val_accuracy: 0.399
[epoch 299] train_loss: 0.036  val_accuracy: 0.402
[epoch 300] train_loss: 0.040  val_accuracy: 0.402
[epoch 301] train_loss: 0.040  val_accuracy: 0.401
[epoch 302] train_loss: 0.037  val_accuracy: 0.401
[epoch 303] train_loss: 0.034  val_accuracy: 0.402
[epoch 304] train_loss: 0.040  val_accuracy: 0.404
[epoch 305] train_loss: 0.038  val_accuracy: 0.397
[epoch 306] train_loss: 0.039  val_accuracy: 0.405
[epoch 307] train_loss: 0.037  val_accuracy: 0.406
[epoch 308] train_loss: 0.038  val_accuracy: 0.405
[epoch 309] train_loss: 0.041  val_accuracy: 0.406
[epoch 310] train_loss: 0.038  val_accuracy: 0.403
[epoch 311] train_loss: 0.038  val_accuracy: 0.408
[epoch 312] train_loss: 0.034  val_accuracy: 0.405
[epoch 313] train_loss: 0.040  val_accuracy: 0.402
[epoch 314] train_loss: 0.036  val_accuracy: 0.409
[epoch 315] train_loss: 0.039  val_accuracy: 0.405
[epoch 316] train_loss: 0.038  val_accuracy: 0.405
[epoch 317] train_loss: 0.037  val_accuracy: 0.405
[epoch 318] train_loss: 0.039  val_accuracy: 0.407
[epoch 319] train_loss: 0.035  val_accuracy: 0.398
[epoch 320] train_loss: 0.038  val_accuracy: 0.408
[epoch 321] train_loss: 0.038  val_accuracy: 0.406
[epoch 322] train_loss: 0.036  val_accuracy: 0.398
[epoch 323] train_loss: 0.036  val_accuracy: 0.411
[epoch 324] train_loss: 0.038  val_accuracy: 0.407
[epoch 325] train_loss: 0.036  val_accuracy: 0.408
[epoch 326] train_loss: 0.037  val_accuracy: 0.412
[epoch 327] train_loss: 0.037  val_accuracy: 0.407
[epoch 328] train_loss: 0.035  val_accuracy: 0.407
[epoch 329] train_loss: 0.037  val_accuracy: 0.399
[epoch 330] train_loss: 0.035  val_accuracy: 0.403
[epoch 331] train_loss: 0.035  val_accuracy: 0.403
[epoch 332] train_loss: 0.036  val_accuracy: 0.408
[epoch 333] train_loss: 0.036  val_accuracy: 0.406
[epoch 334] train_loss: 0.041  val_accuracy: 0.405
[epoch 335] train_loss: 0.038  val_accuracy: 0.399
[epoch 336] train_loss: 0.036  val_accuracy: 0.411
[epoch 337] train_loss: 0.033  val_accuracy: 0.413
[epoch 338] train_loss: 0.034  val_accuracy: 0.405
[epoch 339] train_loss: 0.036  val_accuracy: 0.407
[epoch 340] train_loss: 0.038  val_accuracy: 0.408
[epoch 341] train_loss: 0.033  val_accuracy: 0.409
[epoch 342] train_loss: 0.035  val_accuracy: 0.405
[epoch 343] train_loss: 0.034  val_accuracy: 0.410
[epoch 344] train_loss: 0.034  val_accuracy: 0.410
[epoch 345] train_loss: 0.037  val_accuracy: 0.408
[epoch 346] train_loss: 0.037  val_accuracy: 0.412
[epoch 347] train_loss: 0.033  val_accuracy: 0.405
[epoch 348] train_loss: 0.037  val_accuracy: 0.404
[epoch 349] train_loss: 0.034  val_accuracy: 0.408
[epoch 350] train_loss: 0.036  val_accuracy: 0.404
[epoch 351] train_loss: 0.034  val_accuracy: 0.403
[epoch 352] train_loss: 0.032  val_accuracy: 0.408
[epoch 353] train_loss: 0.032  val_accuracy: 0.409
[epoch 354] train_loss: 0.033  val_accuracy: 0.407
[epoch 355] train_loss: 0.037  val_accuracy: 0.410
[epoch 356] train_loss: 0.032  val_accuracy: 0.411
[epoch 357] train_loss: 0.037  val_accuracy: 0.412
[epoch 358] train_loss: 0.031  val_accuracy: 0.406
[epoch 359] train_loss: 0.036  val_accuracy: 0.414
[epoch 360] train_loss: 0.038  val_accuracy: 0.407
[epoch 361] train_loss: 0.033  val_accuracy: 0.407
[epoch 362] train_loss: 0.037  val_accuracy: 0.406
[epoch 363] train_loss: 0.035  val_accuracy: 0.409
[epoch 364] train_loss: 0.034  val_accuracy: 0.406
[epoch 365] train_loss: 0.034  val_accuracy: 0.403
[epoch 366] train_loss: 0.033  val_accuracy: 0.405
[epoch 367] train_loss: 0.038  val_accuracy: 0.409
[epoch 368] train_loss: 0.033  val_accuracy: 0.405
[epoch 369] train_loss: 0.034  val_accuracy: 0.413
[epoch 370] train_loss: 0.037  val_accuracy: 0.404
[epoch 371] train_loss: 0.032  val_accuracy: 0.409
[epoch 372] train_loss: 0.035  val_accuracy: 0.404
[epoch 373] train_loss: 0.035  val_accuracy: 0.405
[epoch 374] train_loss: 0.033  val_accuracy: 0.407
[epoch 375] train_loss: 0.037  val_accuracy: 0.406
[epoch 376] train_loss: 0.032  val_accuracy: 0.410
[epoch 377] train_loss: 0.037  val_accuracy: 0.408
[epoch 378] train_loss: 0.034  val_accuracy: 0.405
[epoch 379] train_loss: 0.031  val_accuracy: 0.410
[epoch 380] train_loss: 0.033  val_accuracy: 0.404
[epoch 381] train_loss: 0.035  val_accuracy: 0.406
[epoch 382] train_loss: 0.031  val_accuracy: 0.404
[epoch 383] train_loss: 0.034  val_accuracy: 0.406
[epoch 384] train_loss: 0.028  val_accuracy: 0.408
[epoch 385] train_loss: 0.036  val_accuracy: 0.401
[epoch 386] train_loss: 0.035  val_accuracy: 0.411
[epoch 387] train_loss: 0.032  val_accuracy: 0.408
[epoch 388] train_loss: 0.032  val_accuracy: 0.407
[epoch 389] train_loss: 0.034  val_accuracy: 0.406
[epoch 390] train_loss: 0.031  val_accuracy: 0.405
[epoch 391] train_loss: 0.032  val_accuracy: 0.405
[epoch 392] train_loss: 0.033  val_accuracy: 0.406
[epoch 393] train_loss: 0.032  val_accuracy: 0.407
[epoch 394] train_loss: 0.035  val_accuracy: 0.409
[epoch 395] train_loss: 0.034  val_accuracy: 0.407
[epoch 396] train_loss: 0.028  val_accuracy: 0.406
[epoch 397] train_loss: 0.034  val_accuracy: 0.398
[epoch 398] train_loss: 0.032  val_accuracy: 0.413
[epoch 399] train_loss: 0.032  val_accuracy: 0.412
[epoch 400] train_loss: 0.031  val_accuracy: 0.408
[epoch 401] train_loss: 0.033  val_accuracy: 0.405
[epoch 402] train_loss: 0.033  val_accuracy: 0.403
[epoch 403] train_loss: 0.030  val_accuracy: 0.407
[epoch 404] train_loss: 0.033  val_accuracy: 0.409
[epoch 405] train_loss: 0.034  val_accuracy: 0.403
[epoch 406] train_loss: 0.033  val_accuracy: 0.404
[epoch 407] train_loss: 0.031  val_accuracy: 0.407
[epoch 408] train_loss: 0.030  val_accuracy: 0.404
[epoch 409] train_loss: 0.031  val_accuracy: 0.406
[epoch 410] train_loss: 0.030  val_accuracy: 0.403
[epoch 411] train_loss: 0.033  val_accuracy: 0.402
[epoch 412] train_loss: 0.028  val_accuracy: 0.408
[epoch 413] train_loss: 0.037  val_accuracy: 0.410
[epoch 414] train_loss: 0.032  val_accuracy: 0.409
[epoch 415] train_loss: 0.033  val_accuracy: 0.410
[epoch 416] train_loss: 0.035  val_accuracy: 0.410
[epoch 417] train_loss: 0.033  val_accuracy: 0.410
[epoch 418] train_loss: 0.031  val_accuracy: 0.414
[epoch 419] train_loss: 0.030  val_accuracy: 0.403
[epoch 420] train_loss: 0.032  val_accuracy: 0.405
[epoch 421] train_loss: 0.036  val_accuracy: 0.407
[epoch 422] train_loss: 0.032  val_accuracy: 0.403
[epoch 423] train_loss: 0.030  val_accuracy: 0.406
[epoch 424] train_loss: 0.031  val_accuracy: 0.406
[epoch 425] train_loss: 0.030  val_accuracy: 0.408
[epoch 426] train_loss: 0.030  val_accuracy: 0.404
[epoch 427] train_loss: 0.036  val_accuracy: 0.403
[epoch 428] train_loss: 0.031  val_accuracy: 0.409
[epoch 429] train_loss: 0.032  val_accuracy: 0.411
[epoch 430] train_loss: 0.031  val_accuracy: 0.406
[epoch 431] train_loss: 0.029  val_accuracy: 0.404
[epoch 432] train_loss: 0.034  val_accuracy: 0.399
[epoch 433] train_loss: 0.035  val_accuracy: 0.410
[epoch 434] train_loss: 0.023  val_accuracy: 0.414
[epoch 435] train_loss: 0.032  val_accuracy: 0.402
[epoch 436] train_loss: 0.036  val_accuracy: 0.408
[epoch 437] train_loss: 0.031  val_accuracy: 0.406
[epoch 438] train_loss: 0.025  val_accuracy: 0.407
[epoch 439] train_loss: 0.032  val_accuracy: 0.413
[epoch 440] train_loss: 0.029  val_accuracy: 0.405
[epoch 441] train_loss: 0.030  val_accuracy: 0.411
[epoch 442] train_loss: 0.031  val_accuracy: 0.408
[epoch 443] train_loss: 0.031  val_accuracy: 0.406
[epoch 444] train_loss: 0.029  val_accuracy: 0.409
[epoch 445] train_loss: 0.025  val_accuracy: 0.418
[epoch 446] train_loss: 0.034  val_accuracy: 0.406
[epoch 447] train_loss: 0.028  val_accuracy: 0.410
[epoch 448] train_loss: 0.037  val_accuracy: 0.410
[epoch 449] train_loss: 0.031  val_accuracy: 0.409
[epoch 450] train_loss: 0.029  val_accuracy: 0.410
[epoch 451] train_loss: 0.030  val_accuracy: 0.407
[epoch 452] train_loss: 0.033  val_accuracy: 0.412
[epoch 453] train_loss: 0.026  val_accuracy: 0.409
[epoch 454] train_loss: 0.030  val_accuracy: 0.412
[epoch 455] train_loss: 0.030  val_accuracy: 0.414
[epoch 456] train_loss: 0.028  val_accuracy: 0.419
[epoch 457] train_loss: 0.035  val_accuracy: 0.412
[epoch 458] train_loss: 0.028  val_accuracy: 0.412
[epoch 459] train_loss: 0.031  val_accuracy: 0.411
[epoch 460] train_loss: 0.027  val_accuracy: 0.411
[epoch 461] train_loss: 0.029  val_accuracy: 0.409
[epoch 462] train_loss: 0.030  val_accuracy: 0.412
[epoch 463] train_loss: 0.034  val_accuracy: 0.410
[epoch 464] train_loss: 0.028  val_accuracy: 0.406
[epoch 465] train_loss: 0.034  val_accuracy: 0.408
[epoch 466] train_loss: 0.027  val_accuracy: 0.414
[epoch 467] train_loss: 0.026  val_accuracy: 0.406
[epoch 468] train_loss: 0.031  val_accuracy: 0.408
[epoch 469] train_loss: 0.031  val_accuracy: 0.413
[epoch 470] train_loss: 0.031  val_accuracy: 0.404
[epoch 471] train_loss: 0.026  val_accuracy: 0.410
[epoch 472] train_loss: 0.028  val_accuracy: 0.415
[epoch 473] train_loss: 0.030  val_accuracy: 0.405
[epoch 474] train_loss: 0.025  val_accuracy: 0.406
[epoch 475] train_loss: 0.032  val_accuracy: 0.411
[epoch 476] train_loss: 0.028  val_accuracy: 0.406
[epoch 477] train_loss: 0.030  val_accuracy: 0.413
[epoch 478] train_loss: 0.028  val_accuracy: 0.414
[epoch 479] train_loss: 0.027  val_accuracy: 0.410
[epoch 480] train_loss: 0.029  val_accuracy: 0.410
[epoch 481] train_loss: 0.029  val_accuracy: 0.412
