[epoch 1] train_loss: 1.621  val_accuracy: 0.502
[epoch 78] train_loss: 0.046  val_accuracy: 0.700
[epoch 79] train_loss: 0.043  val_accuracy: 0.699
[epoch 80] train_loss: 0.044  val_accuracy: 0.699
[epoch 81] train_loss: 0.041  val_accuracy: 0.705
[epoch 82] train_loss: 0.046  val_accuracy: 0.701
[epoch 83] train_loss: 0.040  val_accuracy: 0.694
[epoch 84] train_loss: 0.041  val_accuracy: 0.688
[epoch 85] train_loss: 0.040  val_accuracy: 0.697
[epoch 86] train_loss: 0.041  val_accuracy: 0.694
[epoch 87] train_loss: 0.039  val_accuracy: 0.697
[epoch 88] train_loss: 0.041  val_accuracy: 0.699
[epoch 89] train_loss: 0.039  val_accuracy: 0.697
[epoch 90] train_loss: 0.038  val_accuracy: 0.698
[epoch 91] train_loss: 0.036  val_accuracy: 0.697
[epoch 92] train_loss: 0.037  val_accuracy: 0.709
[epoch 93] train_loss: 0.039  val_accuracy: 0.699
[epoch 94] train_loss: 0.035  val_accuracy: 0.707
[epoch 95] train_loss: 0.038  val_accuracy: 0.704
[epoch 96] train_loss: 0.033  val_accuracy: 0.698
[epoch 97] train_loss: 0.036  val_accuracy: 0.701
[epoch 98] train_loss: 0.037  val_accuracy: 0.702
[epoch 99] train_loss: 0.034  val_accuracy: 0.700
[epoch 100] train_loss: 0.033  val_accuracy: 0.701
[epoch 101] train_loss: 0.034  val_accuracy: 0.698
[epoch 102] train_loss: 0.033  val_accuracy: 0.703
[epoch 103] train_loss: 0.032  val_accuracy: 0.704
[epoch 104] train_loss: 0.033  val_accuracy: 0.706
[epoch 105] train_loss: 0.033  val_accuracy: 0.705
[epoch 106] train_loss: 0.033  val_accuracy: 0.695
[epoch 107] train_loss: 0.032  val_accuracy: 0.705
[epoch 108] train_loss: 0.031  val_accuracy: 0.704
[epoch 109] train_loss: 0.030  val_accuracy: 0.710
[epoch 110] train_loss: 0.031  val_accuracy: 0.709
[epoch 111] train_loss: 0.034  val_accuracy: 0.710
[epoch 112] train_loss: 0.028  val_accuracy: 0.705
[epoch 113] train_loss: 0.031  val_accuracy: 0.701
[epoch 114] train_loss: 0.030  val_accuracy: 0.703
[epoch 115] train_loss: 0.028  val_accuracy: 0.694
[epoch 116] train_loss: 0.029  val_accuracy: 0.697
[epoch 117] train_loss: 0.032  val_accuracy: 0.705
[epoch 118] train_loss: 0.029  val_accuracy: 0.708
[epoch 119] train_loss: 0.030  val_accuracy: 0.703
[epoch 120] train_loss: 0.028  val_accuracy: 0.703
[epoch 121] train_loss: 0.028  val_accuracy: 0.703
[epoch 122] train_loss: 0.029  val_accuracy: 0.713
[epoch 123] train_loss: 0.029  val_accuracy: 0.708
[epoch 124] train_loss: 0.027  val_accuracy: 0.698
[epoch 125] train_loss: 0.027  val_accuracy: 0.707
[epoch 126] train_loss: 0.027  val_accuracy: 0.709
[epoch 127] train_loss: 0.025  val_accuracy: 0.709
[epoch 128] train_loss: 0.029  val_accuracy: 0.709
[epoch 129] train_loss: 0.024  val_accuracy: 0.713
[epoch 130] train_loss: 0.028  val_accuracy: 0.700
[epoch 131] train_loss: 0.024  val_accuracy: 0.703
[epoch 132] train_loss: 0.026  val_accuracy: 0.704
[epoch 133] train_loss: 0.025  val_accuracy: 0.713
[epoch 134] train_loss: 0.026  val_accuracy: 0.706
[epoch 135] train_loss: 0.025  val_accuracy: 0.708
[epoch 136] train_loss: 0.023  val_accuracy: 0.718
[epoch 137] train_loss: 0.025  val_accuracy: 0.705
[epoch 138] train_loss: 0.025  val_accuracy: 0.707
[epoch 139] train_loss: 0.023  val_accuracy: 0.705
[epoch 140] train_loss: 0.026  val_accuracy: 0.709
[epoch 141] train_loss: 0.025  val_accuracy: 0.713
[epoch 142] train_loss: 0.023  val_accuracy: 0.709
[epoch 143] train_loss: 0.024  val_accuracy: 0.717
[epoch 144] train_loss: 0.024  val_accuracy: 0.706
[epoch 145] train_loss: 0.022  val_accuracy: 0.707
[epoch 146] train_loss: 0.026  val_accuracy: 0.711
[epoch 147] train_loss: 0.022  val_accuracy: 0.712
[epoch 148] train_loss: 0.023  val_accuracy: 0.710
[epoch 149] train_loss: 0.023  val_accuracy: 0.714
[epoch 150] train_loss: 0.024  val_accuracy: 0.708
[epoch 151] train_loss: 0.022  val_accuracy: 0.713
[epoch 152] train_loss: 0.021  val_accuracy: 0.707
[epoch 153] train_loss: 0.020  val_accuracy: 0.707
[epoch 154] train_loss: 0.024  val_accuracy: 0.712
[epoch 155] train_loss: 0.022  val_accuracy: 0.707
[epoch 156] train_loss: 0.020  val_accuracy: 0.714
[epoch 157] train_loss: 0.020  val_accuracy: 0.708
[epoch 158] train_loss: 0.023  val_accuracy: 0.707
[epoch 159] train_loss: 0.019  val_accuracy: 0.712
[epoch 160] train_loss: 0.022  val_accuracy: 0.714
[epoch 161] train_loss: 0.020  val_accuracy: 0.714
[epoch 162] train_loss: 0.022  val_accuracy: 0.710
[epoch 163] train_loss: 0.022  val_accuracy: 0.710
[epoch 164] train_loss: 0.020  val_accuracy: 0.713
[epoch 165] train_loss: 0.020  val_accuracy: 0.719
[epoch 166] train_loss: 0.021  val_accuracy: 0.715
[epoch 167] train_loss: 0.017  val_accuracy: 0.713
[epoch 168] train_loss: 0.023  val_accuracy: 0.704
[epoch 169] train_loss: 0.018  val_accuracy: 0.706
[epoch 170] train_loss: 0.020  val_accuracy: 0.711
[epoch 171] train_loss: 0.020  val_accuracy: 0.712
[epoch 172] train_loss: 0.020  val_accuracy: 0.713
[epoch 173] train_loss: 0.019  val_accuracy: 0.713
[epoch 174] train_loss: 0.018  val_accuracy: 0.714
[epoch 175] train_loss: 0.022  val_accuracy: 0.713
[epoch 176] train_loss: 0.017  val_accuracy: 0.714
[epoch 177] train_loss: 0.018  val_accuracy: 0.720
[epoch 178] train_loss: 0.017  val_accuracy: 0.718
[epoch 179] train_loss: 0.020  val_accuracy: 0.712
[epoch 180] train_loss: 0.019  val_accuracy: 0.713
[epoch 181] train_loss: 0.019  val_accuracy: 0.710
[epoch 182] train_loss: 0.018  val_accuracy: 0.714
[epoch 183] train_loss: 0.020  val_accuracy: 0.720
[epoch 184] train_loss: 0.018  val_accuracy: 0.719
[epoch 185] train_loss: 0.019  val_accuracy: 0.714
[epoch 186] train_loss: 0.018  val_accuracy: 0.719
[epoch 187] train_loss: 0.017  val_accuracy: 0.715
[epoch 188] train_loss: 0.018  val_accuracy: 0.719
[epoch 189] train_loss: 0.017  val_accuracy: 0.710
[epoch 190] train_loss: 0.019  val_accuracy: 0.711
[epoch 191] train_loss: 0.016  val_accuracy: 0.713
[epoch 192] train_loss: 0.019  val_accuracy: 0.721
[epoch 193] train_loss: 0.017  val_accuracy: 0.710
[epoch 194] train_loss: 0.017  val_accuracy: 0.719
[epoch 195] train_loss: 0.017  val_accuracy: 0.713
[epoch 196] train_loss: 0.017  val_accuracy: 0.716
[epoch 197] train_loss: 0.015  val_accuracy: 0.717
[epoch 198] train_loss: 0.017  val_accuracy: 0.718
[epoch 199] train_loss: 0.018  val_accuracy: 0.720
[epoch 200] train_loss: 0.016  val_accuracy: 0.712
[epoch 201] train_loss: 0.016  val_accuracy: 0.720
[epoch 202] train_loss: 0.017  val_accuracy: 0.716
[epoch 203] train_loss: 0.015  val_accuracy: 0.717
[epoch 204] train_loss: 0.018  val_accuracy: 0.726
[epoch 205] train_loss: 0.014  val_accuracy: 0.727
[epoch 206] train_loss: 0.017  val_accuracy: 0.717
[epoch 207] train_loss: 0.014  val_accuracy: 0.718
[epoch 208] train_loss: 0.018  val_accuracy: 0.715
[epoch 209] train_loss: 0.016  val_accuracy: 0.719
[epoch 210] train_loss: 0.017  val_accuracy: 0.724
[epoch 211] train_loss: 0.015  val_accuracy: 0.718
[epoch 212] train_loss: 0.015  val_accuracy: 0.718
[epoch 213] train_loss: 0.018  val_accuracy: 0.721
[epoch 214] train_loss: 0.014  val_accuracy: 0.722
[epoch 215] train_loss: 0.017  val_accuracy: 0.725
[epoch 216] train_loss: 0.014  val_accuracy: 0.725
[epoch 217] train_loss: 0.015  val_accuracy: 0.720
[epoch 218] train_loss: 0.015  val_accuracy: 0.724
[epoch 219] train_loss: 0.015  val_accuracy: 0.720
[epoch 220] train_loss: 0.016  val_accuracy: 0.720
[epoch 221] train_loss: 0.016  val_accuracy: 0.726
[epoch 222] train_loss: 0.014  val_accuracy: 0.723
[epoch 223] train_loss: 0.014  val_accuracy: 0.725
[epoch 224] train_loss: 0.017  val_accuracy: 0.722
[epoch 225] train_loss: 0.016  val_accuracy: 0.722
[epoch 226] train_loss: 0.014  val_accuracy: 0.720
[epoch 227] train_loss: 0.014  val_accuracy: 0.719
[epoch 228] train_loss: 0.015  val_accuracy: 0.720
[epoch 229] train_loss: 0.015  val_accuracy: 0.726
[epoch 230] train_loss: 0.015  val_accuracy: 0.723
[epoch 231] train_loss: 0.015  val_accuracy: 0.725
[epoch 232] train_loss: 0.014  val_accuracy: 0.717
[epoch 233] train_loss: 0.012  val_accuracy: 0.718
[epoch 234] train_loss: 0.016  val_accuracy: 0.719
[epoch 235] train_loss: 0.014  val_accuracy: 0.722
[epoch 236] train_loss: 0.014  val_accuracy: 0.717
[epoch 237] train_loss: 0.016  val_accuracy: 0.726
[epoch 238] train_loss: 0.013  val_accuracy: 0.722
[epoch 239] train_loss: 0.014  val_accuracy: 0.721
[epoch 240] train_loss: 0.015  val_accuracy: 0.716
[epoch 241] train_loss: 0.013  val_accuracy: 0.721
[epoch 242] train_loss: 0.012  val_accuracy: 0.722
[epoch 243] train_loss: 0.015  val_accuracy: 0.721
[epoch 244] train_loss: 0.014  val_accuracy: 0.725
[epoch 245] train_loss: 0.013  val_accuracy: 0.715
[epoch 246] train_loss: 0.013  val_accuracy: 0.719
[epoch 247] train_loss: 0.016  val_accuracy: 0.723
[epoch 248] train_loss: 0.013  val_accuracy: 0.714
[epoch 249] train_loss: 0.014  val_accuracy: 0.726
[epoch 250] train_loss: 0.012  val_accuracy: 0.726
[epoch 251] train_loss: 0.012  val_accuracy: 0.726
[epoch 252] train_loss: 0.014  val_accuracy: 0.725
[epoch 253] train_loss: 0.013  val_accuracy: 0.727
[epoch 254] train_loss: 0.011  val_accuracy: 0.721
[epoch 255] train_loss: 0.013  val_accuracy: 0.726
[epoch 256] train_loss: 0.012  val_accuracy: 0.717
[epoch 257] train_loss: 0.013  val_accuracy: 0.718
[epoch 258] train_loss: 0.015  val_accuracy: 0.717
[epoch 259] train_loss: 0.013  val_accuracy: 0.726
[epoch 260] train_loss: 0.014  val_accuracy: 0.715
[epoch 261] train_loss: 0.013  val_accuracy: 0.725
[epoch 262] train_loss: 0.014  val_accuracy: 0.723
[epoch 263] train_loss: 0.013  val_accuracy: 0.728
[epoch 264] train_loss: 0.011  val_accuracy: 0.721
[epoch 265] train_loss: 0.012  val_accuracy: 0.722
[epoch 266] train_loss: 0.011  val_accuracy: 0.725
[epoch 267] train_loss: 0.012  val_accuracy: 0.712
[epoch 268] train_loss: 0.012  val_accuracy: 0.721
[epoch 269] train_loss: 0.014  val_accuracy: 0.724
[epoch 270] train_loss: 0.013  val_accuracy: 0.725
[epoch 271] train_loss: 0.013  val_accuracy: 0.724
[epoch 272] train_loss: 0.012  val_accuracy: 0.724
[epoch 273] train_loss: 0.011  val_accuracy: 0.720
[epoch 274] train_loss: 0.012  val_accuracy: 0.736
[epoch 275] train_loss: 0.012  val_accuracy: 0.723
[epoch 276] train_loss: 0.011  val_accuracy: 0.721
[epoch 277] train_loss: 0.011  val_accuracy: 0.727
[epoch 278] train_loss: 0.012  val_accuracy: 0.726
[epoch 279] train_loss: 0.013  val_accuracy: 0.714
[epoch 280] train_loss: 0.011  val_accuracy: 0.721
[epoch 281] train_loss: 0.013  val_accuracy: 0.720
[epoch 282] train_loss: 0.012  val_accuracy: 0.721
[epoch 283] train_loss: 0.012  val_accuracy: 0.728
[epoch 284] train_loss: 0.011  val_accuracy: 0.724
[epoch 285] train_loss: 0.012  val_accuracy: 0.730
[epoch 286] train_loss: 0.011  val_accuracy: 0.724
[epoch 287] train_loss: 0.012  val_accuracy: 0.724
[epoch 288] train_loss: 0.012  val_accuracy: 0.721
[epoch 289] train_loss: 0.011  val_accuracy: 0.729
[epoch 290] train_loss: 0.011  val_accuracy: 0.730
[epoch 291] train_loss: 0.011  val_accuracy: 0.726
[epoch 292] train_loss: 0.012  val_accuracy: 0.726
[epoch 293] train_loss: 0.009  val_accuracy: 0.731
[epoch 294] train_loss: 0.011  val_accuracy: 0.728
[epoch 295] train_loss: 0.012  val_accuracy: 0.727
[epoch 296] train_loss: 0.012  val_accuracy: 0.729
[epoch 297] train_loss: 0.011  val_accuracy: 0.728
[epoch 298] train_loss: 0.010  val_accuracy: 0.721
[epoch 299] train_loss: 0.011  val_accuracy: 0.732
[epoch 300] train_loss: 0.011  val_accuracy: 0.727
[epoch 301] train_loss: 0.011  val_accuracy: 0.727
[epoch 302] train_loss: 0.012  val_accuracy: 0.726
[epoch 303] train_loss: 0.012  val_accuracy: 0.725
[epoch 304] train_loss: 0.011  val_accuracy: 0.727
[epoch 305] train_loss: 0.010  val_accuracy: 0.721
[epoch 306] train_loss: 0.010  val_accuracy: 0.724
[epoch 307] train_loss: 0.011  val_accuracy: 0.722
[epoch 308] train_loss: 0.010  val_accuracy: 0.728
[epoch 309] train_loss: 0.011  val_accuracy: 0.725
[epoch 310] train_loss: 0.010  val_accuracy: 0.731
[epoch 311] train_loss: 0.010  val_accuracy: 0.721
[epoch 312] train_loss: 0.011  val_accuracy: 0.724
[epoch 313] train_loss: 0.009  val_accuracy: 0.725
[epoch 314] train_loss: 0.010  val_accuracy: 0.731
[epoch 315] train_loss: 0.011  val_accuracy: 0.721
[epoch 316] train_loss: 0.010  val_accuracy: 0.729
[epoch 317] train_loss: 0.010  val_accuracy: 0.724
[epoch 318] train_loss: 0.010  val_accuracy: 0.727
[epoch 319] train_loss: 0.009  val_accuracy: 0.731
[epoch 320] train_loss: 0.011  val_accuracy: 0.727
[epoch 321] train_loss: 0.009  val_accuracy: 0.719
[epoch 322] train_loss: 0.011  val_accuracy: 0.725
[epoch 323] train_loss: 0.010  val_accuracy: 0.731
[epoch 324] train_loss: 0.011  val_accuracy: 0.723
[epoch 325] train_loss: 0.011  val_accuracy: 0.728
[epoch 326] train_loss: 0.008  val_accuracy: 0.728
[epoch 327] train_loss: 0.012  val_accuracy: 0.731
[epoch 328] train_loss: 0.010  val_accuracy: 0.727
[epoch 329] train_loss: 0.010  val_accuracy: 0.723
[epoch 330] train_loss: 0.011  val_accuracy: 0.725
[epoch 331] train_loss: 0.008  val_accuracy: 0.727
[epoch 332] train_loss: 0.010  val_accuracy: 0.723
[epoch 333] train_loss: 0.011  val_accuracy: 0.728
[epoch 334] train_loss: 0.010  val_accuracy: 0.731
[epoch 335] train_loss: 0.010  val_accuracy: 0.728
[epoch 336] train_loss: 0.011  val_accuracy: 0.729
[epoch 337] train_loss: 0.010  val_accuracy: 0.727
[epoch 338] train_loss: 0.008  val_accuracy: 0.728
[epoch 339] train_loss: 0.009  val_accuracy: 0.724
[epoch 340] train_loss: 0.010  val_accuracy: 0.722
[epoch 341] train_loss: 0.012  val_accuracy: 0.725
[epoch 342] train_loss: 0.009  val_accuracy: 0.728
[epoch 343] train_loss: 0.009  val_accuracy: 0.725
[epoch 344] train_loss: 0.010  val_accuracy: 0.730
[epoch 345] train_loss: 0.009  val_accuracy: 0.722
[epoch 346] train_loss: 0.009  val_accuracy: 0.726
[epoch 347] train_loss: 0.009  val_accuracy: 0.730
[epoch 348] train_loss: 0.008  val_accuracy: 0.733
[epoch 349] train_loss: 0.010  val_accuracy: 0.734
[epoch 350] train_loss: 0.009  val_accuracy: 0.731
[epoch 351] train_loss: 0.009  val_accuracy: 0.725
[epoch 352] train_loss: 0.010  val_accuracy: 0.728
[epoch 353] train_loss: 0.010  val_accuracy: 0.734
[epoch 354] train_loss: 0.008  val_accuracy: 0.730
[epoch 355] train_loss: 0.009  val_accuracy: 0.730
[epoch 356] train_loss: 0.008  val_accuracy: 0.734
[epoch 357] train_loss: 0.011  val_accuracy: 0.724
[epoch 358] train_loss: 0.007  val_accuracy: 0.725
[epoch 359] train_loss: 0.008  val_accuracy: 0.732
[epoch 360] train_loss: 0.009  val_accuracy: 0.730
[epoch 361] train_loss: 0.009  val_accuracy: 0.732
[epoch 362] train_loss: 0.009  val_accuracy: 0.728
[epoch 363] train_loss: 0.008  val_accuracy: 0.728
[epoch 364] train_loss: 0.009  val_accuracy: 0.729
[epoch 365] train_loss: 0.009  val_accuracy: 0.732
[epoch 366] train_loss: 0.008  val_accuracy: 0.733
[epoch 367] train_loss: 0.007  val_accuracy: 0.729
[epoch 368] train_loss: 0.008  val_accuracy: 0.729
[epoch 369] train_loss: 0.009  val_accuracy: 0.726
[epoch 370] train_loss: 0.008  val_accuracy: 0.734
[epoch 371] train_loss: 0.009  val_accuracy: 0.728
[epoch 372] train_loss: 0.008  val_accuracy: 0.729
[epoch 373] train_loss: 0.009  val_accuracy: 0.728
[epoch 374] train_loss: 0.009  val_accuracy: 0.725
[epoch 375] train_loss: 0.008  val_accuracy: 0.734
[epoch 376] train_loss: 0.009  val_accuracy: 0.727
[epoch 377] train_loss: 0.007  val_accuracy: 0.734
[epoch 378] train_loss: 0.008  val_accuracy: 0.729
[epoch 379] train_loss: 0.008  val_accuracy: 0.723
[epoch 380] train_loss: 0.008  val_accuracy: 0.724
[epoch 381] train_loss: 0.010  val_accuracy: 0.729
[epoch 382] train_loss: 0.007  val_accuracy: 0.725
[epoch 383] train_loss: 0.009  val_accuracy: 0.730
[epoch 384] train_loss: 0.008  val_accuracy: 0.732
[epoch 385] train_loss: 0.009  val_accuracy: 0.730
[epoch 386] train_loss: 0.009  val_accuracy: 0.734
[epoch 387] train_loss: 0.009  val_accuracy: 0.734
[epoch 388] train_loss: 0.009  val_accuracy: 0.733
[epoch 389] train_loss: 0.007  val_accuracy: 0.731
[epoch 390] train_loss: 0.009  val_accuracy: 0.733
[epoch 391] train_loss: 0.008  val_accuracy: 0.727
[epoch 392] train_loss: 0.008  val_accuracy: 0.730
[epoch 393] train_loss: 0.008  val_accuracy: 0.729
[epoch 394] train_loss: 0.010  val_accuracy: 0.730
[epoch 395] train_loss: 0.008  val_accuracy: 0.734
[epoch 396] train_loss: 0.008  val_accuracy: 0.734
[epoch 397] train_loss: 0.008  val_accuracy: 0.734
[epoch 398] train_loss: 0.009  val_accuracy: 0.730
[epoch 399] train_loss: 0.008  val_accuracy: 0.728
[epoch 400] train_loss: 0.007  val_accuracy: 0.731
[epoch 401] train_loss: 0.008  val_accuracy: 0.735
[epoch 402] train_loss: 0.008  val_accuracy: 0.726
[epoch 403] train_loss: 0.009  val_accuracy: 0.736
[epoch 404] train_loss: 0.008  val_accuracy: 0.733
[epoch 405] train_loss: 0.007  val_accuracy: 0.729
[epoch 406] train_loss: 0.008  val_accuracy: 0.732
[epoch 407] train_loss: 0.006  val_accuracy: 0.733
[epoch 408] train_loss: 0.009  val_accuracy: 0.732
[epoch 409] train_loss: 0.007  val_accuracy: 0.731
[epoch 410] train_loss: 0.007  val_accuracy: 0.728
[epoch 411] train_loss: 0.006  val_accuracy: 0.731
[epoch 412] train_loss: 0.010  val_accuracy: 0.733
[epoch 413] train_loss: 0.009  val_accuracy: 0.726
[epoch 414] train_loss: 0.008  val_accuracy: 0.732
[epoch 415] train_loss: 0.008  val_accuracy: 0.731
[epoch 416] train_loss: 0.008  val_accuracy: 0.719
[epoch 417] train_loss: 0.008  val_accuracy: 0.732
[epoch 418] train_loss: 0.007  val_accuracy: 0.727
[epoch 419] train_loss: 0.007  val_accuracy: 0.734
[epoch 420] train_loss: 0.009  val_accuracy: 0.733
[epoch 421] train_loss: 0.008  val_accuracy: 0.734
[epoch 422] train_loss: 0.007  val_accuracy: 0.735
[epoch 423] train_loss: 0.009  val_accuracy: 0.737
[epoch 424] train_loss: 0.007  val_accuracy: 0.737
[epoch 425] train_loss: 0.008  val_accuracy: 0.733
[epoch 426] train_loss: 0.008  val_accuracy: 0.736
[epoch 427] train_loss: 0.009  val_accuracy: 0.735
[epoch 428] train_loss: 0.006  val_accuracy: 0.730
[epoch 429] train_loss: 0.008  val_accuracy: 0.735
[epoch 430] train_loss: 0.008  val_accuracy: 0.736
[epoch 431] train_loss: 0.008  val_accuracy: 0.734
[epoch 432] train_loss: 0.008  val_accuracy: 0.729
[epoch 433] train_loss: 0.007  val_accuracy: 0.739
[epoch 434] train_loss: 0.008  val_accuracy: 0.733
[epoch 435] train_loss: 0.007  val_accuracy: 0.733
[epoch 436] train_loss: 0.007  val_accuracy: 0.731
[epoch 437] train_loss: 0.008  val_accuracy: 0.733
[epoch 438] train_loss: 0.009  val_accuracy: 0.735
[epoch 439] train_loss: 0.008  val_accuracy: 0.729
[epoch 440] train_loss: 0.007  val_accuracy: 0.732
[epoch 441] train_loss: 0.007  val_accuracy: 0.729
[epoch 442] train_loss: 0.007  val_accuracy: 0.735
[epoch 443] train_loss: 0.005  val_accuracy: 0.732
[epoch 444] train_loss: 0.007  val_accuracy: 0.737
[epoch 445] train_loss: 0.006  val_accuracy: 0.737
[epoch 446] train_loss: 0.008  val_accuracy: 0.732
[epoch 447] train_loss: 0.008  val_accuracy: 0.738
[epoch 448] train_loss: 0.008  val_accuracy: 0.738
[epoch 449] train_loss: 0.006  val_accuracy: 0.737
[epoch 450] train_loss: 0.007  val_accuracy: 0.735
[epoch 451] train_loss: 0.007  val_accuracy: 0.735
[epoch 452] train_loss: 0.006  val_accuracy: 0.733
[epoch 453] train_loss: 0.008  val_accuracy: 0.732
[epoch 454] train_loss: 0.007  val_accuracy: 0.725
[epoch 455] train_loss: 0.007  val_accuracy: 0.734
[epoch 456] train_loss: 0.007  val_accuracy: 0.738
[epoch 457] train_loss: 0.006  val_accuracy: 0.733
[epoch 458] train_loss: 0.008  val_accuracy: 0.735
[epoch 459] train_loss: 0.005  val_accuracy: 0.740
[epoch 460] train_loss: 0.007  val_accuracy: 0.736
[epoch 461] train_loss: 0.007  val_accuracy: 0.735
[epoch 462] train_loss: 0.007  val_accuracy: 0.737
[epoch 463] train_loss: 0.007  val_accuracy: 0.735
[epoch 464] train_loss: 0.006  val_accuracy: 0.735
[epoch 465] train_loss: 0.007  val_accuracy: 0.736
[epoch 466] train_loss: 0.007  val_accuracy: 0.737
[epoch 467] train_loss: 0.007  val_accuracy: 0.737
[epoch 468] train_loss: 0.006  val_accuracy: 0.731
[epoch 469] train_loss: 0.006  val_accuracy: 0.738
[epoch 470] train_loss: 0.007  val_accuracy: 0.736
[epoch 471] train_loss: 0.008  val_accuracy: 0.736
[epoch 472] train_loss: 0.006  val_accuracy: 0.736
[epoch 473] train_loss: 0.007  val_accuracy: 0.736
[epoch 474] train_loss: 0.008  val_accuracy: 0.735
[epoch 475] train_loss: 0.007  val_accuracy: 0.735
[epoch 476] train_loss: 0.007  val_accuracy: 0.743
[epoch 477] train_loss: 0.006  val_accuracy: 0.736
[epoch 478] train_loss: 0.007  val_accuracy: 0.739
[epoch 479] train_loss: 0.008  val_accuracy: 0.730
[epoch 480] train_loss: 0.006  val_accuracy: 0.738
[epoch 481] train_loss: 0.007  val_accuracy: 0.737
